Thread ID: 131290
Total: 0.030705

 %self     total     self     wait    child    calls  name
  0.04      0.00     0.00     0.00     0.00        1  CGI::Session::CookieStore#restore
  0.04      0.00     0.00     0.00     0.00        4  String#include?
  0.04      0.00     0.00     0.00     0.00        2  Exception#message
  0.04      0.00     0.00     0.00     0.00        2  #<Class:0x1b31db0>#initialize
  0.04      0.00     0.00     0.00     0.00        1  ActionController::Base#close_session
  0.03      0.00     0.00     0.00     0.00        1  <Class::ActionView::PathSet>#type_cast
  0.03      0.00     0.00     0.00     0.00        1  Kernel#lambda
  0.03      0.00     0.00     0.00     0.00        2  Enumerable#inject
  0.03      0.00     0.00     0.00     0.00        1  ActionController::AbstractResponse#initialize
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Components::InstanceMethods#set_session_options
  0.03      0.00     0.00     0.00     0.00        2  ActionController::Integration::ControllerCapture::ClassMethods#last_instantiation
  0.03      0.00     0.00     0.00     0.00        1  Module#include
  0.03      0.00     0.00     0.00     0.00        4  Array#last
  0.03      0.00     0.00     0.00     0.00        2  Module#freeze
  0.03      0.02     0.00     0.00     0.02        1  ActionController::Integration::Session#get
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Dispatcher#flush_logger
  0.03      0.02     0.00     0.00     0.02        1  ActionController::Dispatcher#failsafe_rescue
  0.03      0.00     0.00     0.00     0.00        1  <Module::Base64>#decode64
  0.03      0.00     0.00     0.00     0.00        2  ActionController::Integration::ControllerCapture::ClassMethods#last_instantiation=
  0.03      0.00     0.00     0.00     0.00        3  Class#superclass
  0.03      0.00     0.00     0.00     0.00        2  <Object::Object>#[]
  0.03      0.00     0.00     0.00     0.00        3  Module#name
  0.03      0.00     0.00     0.00     0.00        2  String#to_i
  0.03      0.00     0.00     0.00     0.00        2  ActionView::TemplateHandlers::ERB#erb_trim_mode
  0.03      0.00     0.00     0.00     0.00        1  ActionController::RackResponse#convert_language!
  0.03      0.00     0.00     0.00     0.00        2  <Class::ActionView::PathSet::Path>#eager_load_templates?
  0.03      0.02     0.00     0.00     0.02        1  Mutex#synchronize
  0.03      0.00     0.00     0.00     0.00        1  ActionController::AbstractRequest#_unmemoized_content_length
  0.03      0.00     0.00     0.00     0.00        1  ActionController::AbstractRequest#request_parameters
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Components::InstanceMethods#process_cleanup
  0.03      0.00     0.00     0.00     0.00        2  <Class::OpenSSL::Digest>#allocate
  0.03      0.00     0.00     0.00     0.00        1  Hash#inspect
  0.03      0.00     0.00     0.00     0.00        1  ActionController::AbstractResponse#etag?
  0.03      0.00     0.00     0.00     0.00        1  <Class::ActionController::Base>#master_helper_module
  0.03      0.00     0.00     0.00     0.00        1  <Class::ActionController::AbstractRequest>#parse_query_parameters
  0.03      0.00     0.00     0.00     0.00        1  ActionController::RackRequest#cookie_only?
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Dispatcher#handle_request
  0.03      0.00     0.00     0.00     0.00        2  Hash#update
  0.03      0.00     0.00     0.00     0.00        2  ActionController::Integration::Session#https?
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Rescue#log_error
  0.03      0.00     0.00     0.00     0.00        1  ActiveSupport::BufferedLogger#info?
  0.03      0.00     0.00     0.00     0.00        1  ActiveSupport::CoreExtensions::Hash::Keys#stringify_keys
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Dispatcher#checkin_connections
  0.03      0.00     0.00     0.00     0.00        2  Class#inheritable_attributes
  0.03      0.00     0.00     0.00     0.00        1  ActiveSupport::CoreExtensions::Base64::Encoding#encode64s
  0.03      0.00     0.00     0.00     0.00        2  Array#pop
  0.03      0.00     0.00     0.00     0.00        1  ActiveSupport::BufferedLogger#fatal
  0.03      0.00     0.00     0.00     0.00        1  <Class::ActionController::Base>#view_paths-1
  0.03      0.00     0.00     0.00     0.00        3  Module#extended
  0.03      0.00     0.00     0.00     0.00        2  ActionController::Base#session
  0.03      0.00     0.00     0.00     0.00        1  ActionController::RackResponse#convert_expires!
  0.03      0.02     0.00     0.00     0.02        1  BrowsingTest#test_homepage
  0.03      0.00     0.00     0.00     0.00        2  String#delete
  0.03      0.00     0.00     0.00     0.00        4  Fixnum#>=
  0.03      0.00     0.00     0.00     0.00        1  <Class::ActionController::Base>#rescue_handlers
  0.03      0.00     0.00     0.00     0.00        3  Hash#include?
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Integration::ControllerCapture::ClassMethods#clear_last_instantiation!
  0.03      0.00     0.00     0.00     0.00        1  <Module::Base64>#encode64
  0.03      0.00     0.00     0.00     0.00        2  String#eql?
  0.03      0.00     0.00     0.00     0.00        1  <Class::Exception>#exception
  0.03      0.00     0.00     0.00     0.00        1  StringIO#initialize
  0.03      0.00     0.00     0.00     0.00        1  Module#blankslate_original_append_features
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Routing::RouteSet#extract_request_environment
  0.03      0.00     0.00     0.00     0.00        2  Symbol#inspect
  0.03      0.00     0.00     0.00     0.00        3  String#initialize_copy
  0.02      0.00     0.00     0.00     0.00        2  String#to_str
  0.02      0.00     0.00     0.00     0.00        1  <Class::Time>#now
  0.02      0.00     0.00     0.00     0.00        1  Array#flatten
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Base#process_cleanup_without_session_management_support
  0.02      0.00     0.00     0.00     0.00        1  ActionController::RackRequest#body_stream
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Dispatcher#initialize
  0.02      0.00     0.00     0.00     0.00        2  StringScanner#initialize
  0.02      0.00     0.00     0.00     0.00        1  Array#reject
  0.02      0.00     0.00     0.00     0.00        1  ActionController::RackResponse#set_status!
  0.02      0.00     0.00     0.00     0.00        1  Kernel#clone
  0.02      0.00     0.00     0.00     0.00        1  HashWithIndifferentAccess#dup
  0.02      0.00     0.00     0.00     0.00        1  <Class::ActionController::Base>#default_charset
  0.02      0.00     0.00     0.00     0.00        1  <Class::CGI::Session>#callback
  0.02      0.00     0.00     0.00     0.00        2  Array#+
  0.02      0.00     0.00     0.00     0.00        2  Module#method_defined?
  0.02      0.00     0.00     0.00     0.00        2  String#strip
  0.02      0.00     0.00     0.00     0.00        1  String#=~
  0.02      0.00     0.00     0.00     0.00        2  Kernel#eql?
  0.02      0.00     0.00     0.00     0.00        1  ActionController::AbstractResponse#last_modified?
  0.02      0.00     0.00     0.00     0.00        1  <Class::ActionController::Base>#allow_concurrency
  0.02      0.00     0.00     0.00     0.00        1  Array#collect
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Base#rescue_templates
  0.02      0.00     0.00     0.00     0.00        2  Hash#key?
  0.02      0.00     0.00     0.00     0.00        2  <Class::Regexp>#escape
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Base#protected_instance_variables
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Base#performed?
  0.02      0.00     0.00     0.00     0.00        1  Enumerable#detect
  0.02      0.00     0.00     0.00     0.00        1  CGI::QueryExtension#key?
  0.02      0.00     0.00     0.00     0.00        1  ActionController::UrlRewriter#initialize
  0.02      0.00     0.00     0.00     0.00        1  <Class::ActionController::Base>#relative_url_root
  0.02      0.00     0.00     0.00     0.00        2  <Class::StringScanner>#allocate
  0.02      0.00     0.00     0.00     0.00        2  Hash#empty?
  0.02      0.00     0.00     0.00     0.00        1  <Module::ObjectSpace>#define_finalizer
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Base#consider_all_requests_local
  0.02      0.00     0.00     0.00     0.00        2  String#<=>
  0.02      0.00     0.00     0.00     0.00        1  ActionController::SessionManagement::ClassMethods#cached_session_options
  0.02      0.00     0.00     0.00     0.00        1  ActionView::Base::ProxyModule#initialize
  0.02      0.02     0.00     0.00     0.02        1  Kernel#__send__
  0.02      0.00     0.00     0.00     0.00        2  Exception#to_s
  0.02      0.00     0.00     0.00     0.00        2  Hash#each_pair
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Dispatcher#mark_as_test_request!
  0.02      0.00     0.00     0.00     0.00        1  ActionController::AbstractRequest#path_parameters
  0.02      0.00     0.00     0.00     0.00        1  String#unpack
  0.02      0.00     0.00     0.00     0.00        2  String#upcase
  0.02      0.00     0.00     0.00     0.00        2  Array#shift
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Base#rescue_responses
  0.02      0.00     0.00     0.00     0.00        1  Mime::Type#to_s
  0.02      0.00     0.00     0.00     0.00        1  <Class::ActionController::Base>#logger
  0.02      0.00     0.00     0.00     0.00        1  Exception#set_backtrace
  0.02      0.00     0.00     0.00     0.00        1  String#inspect
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Dispatcher#test_request?
  0.02      0.00     0.00     0.00     0.00        2  Kernel#freeze_without_memoizable
  0.01      0.00     0.00     0.00     0.00        1  Hash#to_hash
  0.01      0.00     0.00     0.00     0.00        1  Array#reverse
  0.01      0.00     0.00     0.00     0.00        2  Kernel#block_given?
  0.01      0.00     0.00     0.00     0.00        1  <Class::Time>#allocate
  0.01      0.00     0.00     0.00     0.00        1  Exception#initialize
  0.01      0.00     0.00     0.00     0.00        1  Module#to_s
  0.01      0.00     0.00     0.00     0.00        1  NilClass#to_i
  0.01      0.00     0.00     0.00     0.00        1  Hash#merge!
  0.01      0.00     0.00     0.00     0.00        1  Time#initialize


